	Review
1892	I worked as a cashier for K-mart Australia for over 3 years, it is a laid back and overall easy job. It is without a doubt a perfect job for any high-school student, past that, I would look into getting a job that will take you further and allow you more employment opportunities. The training for K-Mart Australia was very brief and only occurred at the beginning of your job, no further training or shadowing happened during the rest of my employment, even when I approached the managers about it. Management was very lazy at my store in Brisbane, they didn't care about the staff, just about closing the doors at the end of the day. The work place environment was amazing, as it is all of your friends working with you, so often it can be distracting. The hardest part of the job is that no one really takes it seriously, as everyone kind of has this unspoken mentality that this is the job that just helps you pay the bills until you graduate from uni/college. The more enjoyable part of working there is the job security, because as long as you show up and don't steal, you pretty much will never get fired.
1179	I enjoyed working with young people my own age which made the environment fun to work in. However, the actual work of cleaning the aisles and picking up stock, putting it back on the shelf and repeating for numerous hours was extremely boring.\r I found that micromanaging of the team members from managers on floor was common which meant there wasn't a comfortable worker to manager relationship. The actual hours given to casual staff was in no way a liveable wage as casual floor staff will only receive 3 hour shifts unless asked to stay back on the day. (Registers were given 5 hour shifts minimum but you are not able to choose your section during the interview.) I do recommend this job if you are still in high school or have just left, it can be an excellent side casual job for some extra money, but it in no way can be a sustainable full time job.\rConstant new employee's were being hired all year around which meant that the current ones wouldn't be getting adequate shifts as the company need to give away ore shifts to more people.\rIt was an overall good experience and I learnt a lot.
363	I enjoyed having the social interaction with customers and assisting them where possible. My typical day was coming on duty, ensuring everything was set up prior to opening hours, or prior to my starting hours. I would check in with the supervisor on duty and report to my post. During busy times, I was asked to assist with checking customers out at the checkout operators, self service, or lay-by service. I would ensure there was someone to replace me before I went on my break. If no-one came, I would check in with the supervisor and remind him or her that I needed to go on my break and they needed someone to replace me during my break. I would wait until the next person came along to replace me before finishing my shift. If they were running late, I would inform the supervisor about it, to find out whether I needed to stay longer. \rThe hardest pat was my first unpleasant encounter with a customer where I was taught that the customer is always right, and that if the customer had any complaints, it had to be directed to the store manager, who would deal with the customer's complaints.
193	Experience working throughout the busy Christmas period- including Christmas, Boxing Day sales and long night hours. In my time there, I had worked a causal position, specialised in suggesting items, running change rooms, producing numerous big sales, assisting in men’s/children's/woman’s, home wears, confectionery, cosmetics, shoe departments, customer liaison, registers which all involve, socialising with customers. \rI further have experience in removing all kinds of security tags, processing calls as well as making inquiries to other stores, handling holds/refunds/exchanges, unpacking boxes and restocking items, paging departments, and closing the store.  \rI enjoyed working in all departments which involved organising items, restocking, doing returns etc. This job allowed me to gain experience in dealing with all customers and trying to fulfil their requirements which was the most difficult part of the job for me because I wasn't used to the pressure in the beginning. My colleagues were very helpful during my time at target which helped me gain knowledge about each department.
3887	Funtastic place to work. Very flexible with rosters, holidays.\rthe company believed in and trusted their workers as we as  workers did in our managers as well. I learned to be more efficient in time management especially being team leader. I learned to be more confident and outgoing with dealings of higher management, staff and customers. Customer satisfaction and good customer service feedback from my customers  to the  head office of Myer was the most enjoyable part of the job. The hardest part was setting up for a sale at the last minute and only having 5 minutes to set up and change and update all ticketing and pricing and closing the store.\rA typical day would be starting off with breaks lunch and tea, then roster duties who had to do what for the day, then came our daily team leader meeting,then I would have an individual sit down with my staff to discuss with them what was discussed in the meeting, any changes,etc,customer service from 10-2 before this time and after this time we would also replenish stock tidy,you name it we did it all before 5:30pm. I loved it.
1100	Started off alright, started getting more and more shifts especially over the Christmas period. By the end of the financial year they were told they went over budget and had to cut back now i'm really struggling mentally and fear going to work as I am a Self-Serve checkout person who feels villainized by angry customers who I know aren't trying to hurt me as i am just doing what I am told but it only takes 1 customer to say something near hurtful and I'm in borderline tears where a year ago I wouldn't have been.... We haven't got a register operator until 10 am some days and until 4 pm, even on the weekends. Basically saying it doesn't take long before ya mental well-being to plummet down. We recently had a healthy minds training and R U OK day which yeah no does not help and I can't find any mental health service I can chat to online from Kmart so good for younger ones who don't have to deal with the self serves but everyone here is about looking for new jobs as no one can afford to work here anymore and the only thing I enjoyed doing (online) is goooooone :(.
1683	For a typical day at work it can be pretty standard, go in get what needs to be done, done. But working at Kmart I enjoyed walking into work and working with people I love. I loved the atmosphere and the customers, I knew basically everything there is to know about Kmart which made it so much more fun to work there. I learned so much working there. Every shift I had I learned more and more about the workplace, the company, the people, the customers. The management is fair, everything is set up with a different manager which made it so much easier to work with your own manager. The hardest part of the job was being a casual I wasn't getting the time and hours I was hoping so it got hard when I needed more hours but they weren't available to me. What i loved most about  Kmart is the company of people that surround you everyday at work, it was so fun and always a laugh, I also love customer service and obviously with a big company it was something very popular with the job so I also enjoyed helping customers find what they need and leave with a smile.
2029	Service would usually vary but you'd basically be assured there'd be at least one customer who would make it difficult to keep a cheerful demeanour.\rI learned how to effectively clean various equipment and tools, look carefully at things and clean them more thoroughly, think more critically in real life situations that needed immediate attention.\rManagement has been largely inconsistent, much of what I learnt when I first started differs somewhat from what mangers say to do now.\rWorkplace culture would be above average, anyone looking to start there should get on well once they settle in and appreciate the work in which they and their coworkers have during shifts.\rHardest part of the job would be having coworkers on during heavy service for example, and aren't working fast enough to deal with the stream of customers.\rThe most enjoyable part of the job would be when you close the store and 9 managers out of 10 will let you put music on to listen to while you clean. Even without the music, the notion of the store closing is good enough anyway.
2578	Typical day at work was collecting cash at set clearance times from cashiers trays and counting and balancing to check slips and then  processing combined balanced monies into a safe. Keeping stationery up to date, time sheets up to date. I learnt how to do different wages according to different awards rates and my Management were very helpful in this area so much as I picked it up very quickly and was then placed second in charge of the cash room.This position I took on with pride and relieved my Manager on Thursday night, Friday night and all day Saturdays.  My co-workers with whom I formed good relationships with were very respectful of my position and we all worked really well together.\rI can't really say there was a hard part to my job, pressures sure when it was those crazy seasons because of the large sums of monies but always managed to keep on schedule with the clearance times.\rThe most enjoyable part about my job was actually just doing this position because I enjoyed it so much and we had really good comradery within our group
3903	"Typical shift was 6 hours long with a 45 minute meal break and a 15 minute tea break.\r Focus was on customer service, and helping customers with enquirers, working at the registers and on the floor refilling and organizing stock.\r Cash handling included general sales, ""end of day cash count"" and clearances.\r part of employment was encouraging customers to take up MYER based incentives (MYER One membership, MYER One extended warranty)\r Managers were always on call to help with advance customer inquiries and rewarded outstanding behavior.\r MYER staff were diverse, helpful and approachable.\r The hardest part of working at MYER was convincing customers to take on the MYER ONE extended warranty as it was a hard sell and the company expected the team and indivduals to sell a certain amount of extended warranties by the end of the week.\r The most enjoyable part of MYER was talking to the customers about the electronic items, as i am an IT major and experienced with electronics, it was satisfying to educate a customer on their purchases."
2459	A typical shift at work includes doing jobs from condensing products from pallets onto cages in their respected areas, restocking shelves, assisting customers in finding items and cleaning up/ packing up the back dock. \r During my time at Kmart I have learned about health and safety both in the stock room as well as on the shop floor, how to deal with difficult customers and how to ensure that the shelves look neat, presentable  and safe. Kmart has taught me how to use time management to meet goals to get the job done. \r The hardest part of my job is finding items of stock that get rotated on and off the shelves frequently. While finding some items for customers can be the hardest part of my job, it is also the most enjoyable part of my job as I enjoy talking and interacting with customers due to me being a friendly and approachable person.\r Working at Kmart has taught me new skills and been a great first job that supported me through high school. The only complaint that I would have is the irregularity and lack of shifts each week.
19	Worked there for 2 years and never had any issues or problems with any fellow staff or management. Target always focuses on working together as a team and we would often have group huddles to work on our objective for the the day. Management is extremely friendly and chill, and the pay is quite good. The only problem is that once they realize your good at one role in the store, they roster you for that role for almost all of your shifts (example, working at the registers, or in the hard goods section, or in the returns section etc.) Also if you're a male, there's a 90% chance you're going to spend the rest of your career there working in the hard goods department (electronics, furniture, warehouse), while the girls will work in the clothes department and fitting rooms. It's not a bad thing though don't worry. Overall, I enjoyed working there a lot and recommend applying there to anyone looking for a job. Also, they don't have a set uniform, but you can wear whatever you want (that's appropriate) as long as the items are from target. 
5097	"After a couple years at Bunnings I can fairly say its not the worst job in the world. You\'ll always deal with nagging and impatient customers as to be expected with any retail outlet. However when it comes to management, from my experience I would much rather put up with the customers. From petty complex managers who get upset because you can\'t work the weekend and decide to cut shifts from you over time until you beg and whinge for more work. To even fellow employees who either don\'t know what they are doing, leading you to realize that they lie in the ads when they state ""we hire trade and industry professionals"" when really they hire anyone who can count currency or has the ability to say ""Hello"" and smile. If you are a casual, you\'ll see a pattern over time. They will pretty much give you full time hours (30-40 hrs/week), giving you this false sense of security and then one day BOOP! No more shifts and there is a 4-6 month drought of any work. In summary, Bunnings Warehouse isn\'t the best or most rewarding place to work."
2631	I have received a great understanding of customer service in all departments and the ability to control issues and remain customer's satisfaction whilst leaving the store. \r I have worked with great co-workers, efficiently completing tasks, whilst maintaining customer service and presentation.\r Also learning an efficiency with fast paced environment through peek hour periods of trade, whilst keeping a positive attitude and respect to others. Can cope with stress and constant demands. \r I am also experienced with constructing a layout, understanding a no gap policy. \r Also currently working at the Audiovisual and Image centre, dealing with constant customer service, providing a standard for efficient selling and promoting of stock, eg. New release titles, catalogue items. As well as detailed and creative measures for customer's desires to create specific size/design of common photographs, photo books, Posters and Canvas folding.\r As well as understanding the need for a clean and tidy selling floor for the following day.
2622	A typical day at work included, Customer service, working on cash registers, presentation of stock, working with piers, answering phones. I learnt a great deal working at K Mart, especially how to deal with the public as each customer is different. This has actually helped me through life as I was a shy person I had to deal with customers no matter what so now that I have also matured I can deal with all types of people with confidence. Management was a big part of K Mart so the more you worked with your manager the better relationship we had. Working with other team members is great we all worked together very well and helped out if anyone was a little busy with customers or had a big work load to get through. The hardest part of the job I cant really say what the hardest part of the job was, I just went to work each day and dealt with what may have been an easier day that day or an not so easy day. The most enjoyable part of the job is that I worked with a great bunch of people and was learning new things all the time.
2257	Kmart is the most respectful and caring work force that I have come across. It is the first job I have had and the longest. There has never been any problems with working there. I have enjoyed every minute and hour working with such a beautiful company and created many professional business relationships with both crew and managers. They are so incredibly great and doing their job and not one has made a complaint about Kmart Kippa Ring. It has given me knowledge about customer service such as dealing with money, greeting customers face to face, using the store phone and talking in a professional manner and most importantly, dealing with all faults of purchasing products that the customers no longer want or need. The hardest job was learning all the new procedures because we tend to change a lot within the technology but its very easy once you get used to working with it. The most enjoyable part of this job is most definitely the co-workers and customers. Such a friendly environment, always careful and respectful.
3915	My typical day at work involved the supervision of team members, providing customer service first and foremost face to face and phone sales, opening registers, putting out new stock and replenishing it when necessary, pricing of products, house keeping, warehouse ordering, advising and motivating staff, checking stock availability, closing of registers, planning and setting up for sales and learning new product knowledge.\rI learned exceptional customer service, communication and interpersonal skills, organisational skills, time management skills and multi-tasking.\rThe most enjoyable part of each work day was the interaction with co-workers, customers and business representatives, as well as being able to learn a diverse range of skills.\rManagement were very efficient and provided realistic support, training and knowledge in such a fast paced enviroment.\rThe experience of working at Myer allowed me to gain reliable and ongoing skills that are efficient and effective and I can transfer to any work enviroment.
1089	Kmart is a good job for students who are currently studying in high school or university as shifts work well with school scheduling. The training provided from Kmart involves online modules which take around 3 hours to complete. It is an okay retail job as it provides you with customer service skills, however you are only allowed to work in one 'department' meaning there is little opportunity to work in different departments or areas of the store. For example, team members on the assisted checkouts will only be rostered for those shifts and they aren't able to work on the floor. Kmart will provide you with the opportunity to work in a fast paced environment but after a while you should look for another job to expand on your skills as there is little opportunity for career progression. In terms of management, the store manager doesn't even know your name... you are just another employee to them. Team members also receive a 10% discount at all Kmart Stores and 5% at other retailers that are part of Wesfarmers. 
402	I have worked at Target for 7 years, i use to love my job now it is purely for income purposes. I work up to 60 hrs per week and only get paid for 40. Mornings till evenings, weekends take me from my children. They are not family orientated, i asked to step down due to the pressures and if i had done so i was told there was no place for me. There are no bonuses or pay rises any more this causes you to lose incentive when you work so hard and there is no recognition. When you work extra days eg 8 straight the days you are owed off you do not get. I asked for holidays from 25/12/13 - 12/01/14 as i have not had christmas with my family for 6 years and in was told that is a blackout period so no. I have put so much time and effort into this company, supported the managers that come and go keep the team members positive and reassure them things will improve. I feel i let them down and you do not have the support from higher up.\rI do not mind working extended hours or days but it should be a bit of give and take
2655	The most recent Position I held at Kmart Australia was Store Inventory Manager at the Airport West store in Victoria. I was in charge of all the processes to get the stock from the receiving door onto the shop floor. I found working as a Manager at Kmart was a very challenging but rewarding experience as it developed my skills with communication, organization and working within a team environment. In the later years of my time at Kmart they provided extensive development training for all aspects of management. Over the years I had the pleasure of working with some amazing people and management teams and that would be the most enjoyable part of my time at Kmart. Seasonal periods in particular Christmas were without a doubt the hardest part of the job as they required you to work effectively within the management team to make sure stock-flow was a smooth process as the volume increased significantly. Overall I had a great experience at Kmart and would like to further my career in retail at management level.
3661	Having worked for Myer at three different times of my life over a 30 year period, and having been a Myer customer for even longer, I can honestly say that the level of service in Myer, the quality of goods stocked and the satisfaction of customers has dropped quite significantly, particularly in recent years, most notably the last 10.\rI feel that the Management are expected to achieve results that are unattainable in today's Retail Climate.This pressure is then being passed on to Staff and creates a rather stressful workplace environment if those expectations are not being met.\rThe hardest part of the job is constantly being on your feet and being allowed such short breaks or none at all depending on the length of your shift, and therefore not being able to eat or drink adequately at times.\rThe most enjoyable part of the job is definitely customer satisfaction and returning customers asking for you by name. Christmas is a lovely time and being able to help a customer choose a special gift is rewarding.
3831	The first point of contact on the phone, transferring calls, pa announcements, resolving and liaising customer disputes and store complaints, issues and investigating receipts with the loss prevention/ police and managers. Also being the point of contact for selling floor team members when issues with tills and customer issues arise.\r Liaising with my operations manager, updating and investigating weekly and monthly furniture and bedding customer reports to ensure the standard of selling of store team members are aligned to store ethics. This vital role ensures shrinkage and mismanaged stock level variances are kept minimal. This also limits the chances of customer dissatisfaction and the quality is maintained.  \rInvestigating, monitoring and generating daily reports of all selling team members to ensure work practices and transactions are aligned to the ethics and work practices. Liaising with managers and team members to rectify work standard issues that may be a deterrent to the quality of the store.
2368	My shifts at Kmart Erina Fair are always from 7pm till 10pm which leaves the whole afternoon or day where i am not doing anything. I have learnt several attributes and skills in this job including customer service and dealing with stock. Kmart has such a wide variety of stock so i have been lucky enough to have learnt how to handle things from fishing & sporting, to accessories and apparel. The management team works well together and they provide a healthy workplace for all the employees. \rWhen at work i would much prefer to be learning new things and working in all of the different sections of the store than to be located a small section to stick to. \rThe hardest part of the job is answering customer inquiring that require me to go down stairs into the store room and find something as there are two levels below Kmart that are filled with stock which makes it very hard to locate a specific item. \rI really enjoy working with and meeting new people and i love helping other people while at work.
1178	Working at Kmart was a really good experience as I was able to collaboratively work with a group of people. During my shifts, I was faced with challenged such as customer complaints and disagreements, an overload of customers and an occasional a messy work environment in peak busy hours. The managers were very friendly and cooperative with employees and they managed to help us whenever we had a problem. Overall, I learned valuable skills such as time management, organisational skills, communication skills, problem solving skills, customer service skills, and conflict resolution skills. Most shifts, I would work at central checkouts or self-checkouts which is very customer based. I had to make sure everything was clean and in order with minimal problems. On many occasions working on self-checkouts, I was required to manage the team at checkouts and ensure that everyone was productive. I mostly enjoyed being able to work with a range of different people that came from different schools and areas.
2299	Kmart plenty valley store is always busy which means there is always something to do and new things to learn. This job has allowed me to understand customer service and how to ensure that a customer is happy with a purchase. It has taught me how to handle large amounts of money, large amounts of stock as well as making a store look presentable at all times. I have also learnt how to stay calm in difficult situations to find the best possible solution. The management is excellent. All managers are approachable and offer their help and services when required. My co-workers are also helpful and understanding, we work together to ensure that everything is done to the best of our ability. The hardest part of this job is trying to serve customers as quickly as possible when cue's start to develop. The most enjoyable part of the job is having customers praise you on the great service that they have had and giving their thanks when they know you have tried your hardest despite what the outcome may be.
3547	Worked at Myer over the Christmas period and can say I’ve never been so stressed in a job.Long term employees are unfriendly and unwelcoming towards Christmas casuals. To be fair, we were thrown onto the sales floor after completing a three hour online induction and a three hour ‘training’ shift which is ridiculous given you cannot learn the brands and system in three hours. Sales staff are expected to know where brands are, what floor products are displayed on, exchange/refund customers and put through sales. If you needed assistance with completing a task you would be spoken to like you’re beneath permanent staff. I resigned after being bullied in the workplace, while management were great to deal with, this was the icing on the cake and I couldn’t handle it anymore. Have spoken to another person who worked at the same store years ago and they experienced the same thing.. both of us say never again.And don’t bother escalating issues to HR because emails go unanswered. Very toxic workplace.
2047	Working at kmart was a great starting opportunity. I was exposed to a variety of positions throughout my time at there and was given options as to where i could move within the store. I worked in checkouts, stock refill, layby, photo development and more. Being able to move through so many parts of the stores really developed my confidence and skills. \rManagement were always kind to their workers and made you feel very comfortable. The other staff within Kmart were all very nice, welcoming and helpful. Targets and goals were discussed as a group and outlined clearly to the staff. Bonuses, pay and hours were always fair. The workplace was always positive with staffroom parties happening quite often. \rThe most enjoyable part of the job was the the relaxed yet efficient work environment and the hardest part probably being the challenging customers. Dealing with these customers wasnt always easy but Kmart had great procedures and training in place so that I felt comfortable at all times.
1532	Kmart great for a first job as it helped me build on my confidence and customer service. Helping customers is very rewarding any anyone can do it. When being thrown into an experience where you need to talk to people, you must allow yourself to be pushed out of your comfort zone and this helps break down barriers when communicating with people. Kmart really gives you the experience and insight into how to manage and run a business. Every employee is valued and plays an important part in running the store. Business functions are really comprehensive and WH&S is an integral part of doing the job properly. Every employee is able to recognise the business functions and how important they are. Management is shown very well with the managers being very informative and polite. Each employee is treated with respect and equality, demonstrating excellent HR management. \r Kmart is a fantastic first job as it helps build the confidence needs to then expand onto new pathways and opportunities.
4961	If you don't go out of your way to endear yourself to the indolent management team, you will never progress in the company. And if you are being underpaid in your role, they will drag their feet in correcting the issue for months, hoping that you can't tolerate their perceived ineptitude and just leave of your own accord. If you find yourself having an issue with a team member who gets along well with management, give it up, you've already lost, regardless of how valid your standing may be. Their customer satisfaction policy is all well and good, until you realise that you will be expected to degrade yourself like a filthy serf and you will be given no backup from your superiors, unless you degrade yourself like a filthy pleb for management, and then they will defend you from aggressive or unreasonable customers. Don't work for bunnings unless you thrive on living the life of a sycophantic brown noser, anyone with standards or morals are going to be miserable every moment there. 
2444	a standard day at work included \rvehicle servicing \rgeneral maintenance\rvehicle repairs \rdiagnosis \rcomputer diagnosis scanning \rclutch replacements \rtyre replacements\rwheel alignments \r I have learned a lot of valuable lessons and information since starting which includes \rhow too service a vehicle \roils and filters too use \rwheel torque specifications \rwheel & tyre size specifications \rdiagnosis of vehicle problems \rusing computer diagnostic scan tools \rresetting service interval warning lights \ra wide range of different vehicle information \rrebuilding engines \rreplacing cam shafts \rhow too correctly time an engine \r management \rvery well presented \rwork efficiently \r co-workers\rvery well mannered \ralways willing too lend a hand \rfriendly  \r hardest part of the job \rhaving the correct parts delivered on time \r most enjoyable part of the job \rbeing able to work on automotive vehicles \rtoo progressively learn day to day \rco worker environment
1513	The work in kmart is at most times easy and manageable, and the pay is nothing to complain about, but he management have little to no communication with their employees and create a toxic work environment. Working as casual you will find some weeks getting 20-30 hours work then almost instantly being put to 3 hours a week in the following weeks.Taking any issue up with a manager is guaranteed to result in no action taken. Passion and dedication to your work is NEVER acknowledged or rewarded. Any innovative ideas to improve workflow are shutdown immediately. The environment is full of employees who have little to no care about the quality of their work. Employees with many years of experience are treated the same as employees who have just started. Managers spend hours watching employee over the security cameras and come down on people chatting or being lazy.\r If you can mentally handle the stress of being monitored and treated like a dog then kmart is a good place to work.
5577	Overlooked for advancement, expected to train supervisors, no action on safety issues, co-ordinators only care about budgets and hence their bonuses, everyone is expendable, and they will lie and coerce team members to get rid of xs staff. On the positive, some leaders have integrity, team members at level are fantastic and supportive, and you get to build relationships with your customers. They also give older workers a chance.\rHave seen t/m assaulted by customer, who was then allowed to go on shopping whilst t/m hid fearfully, and no police were called. Its all about the dollars, oh, and never injure yourself at work. Saw a junior part timer pass out in hot weather and broke her nose, leadership\rtried to force her to sign a waiver and claim she injured herself outside work. Company are cutting t/m levels putting huge pressure on those remaining. Don't ever dare get in touch with senior management.\rApaprt from  that, lowest prices, widest range, best service...Bunnings.
2187	"Christmas comes around and in come the influx of christmas casuals that have no experience in a working environment.\rManagement spends about 30 minutes showing you what the store looks like, how to press buttons on the register. Then that\'s it.\rI received no training or even notification when they moved me from the registers to the clothing section where your objectives are the following:\r1.Fold and tidy.\r2.Keep having to tell customers that you don\'t know where every item in the general merchandise section is because no other staff is working in that area.\rNo customer service is taught, this job is good for a hermit who rarely gets out of the house and needs to ease into working life (as I did), and because there is really no other option than fast food for people at that age. If they do not like you they will not notify you, they will simply stop giving you shifts and after three months you receive a ""you haven\'t worked in three months so you\'re out"" letter."
2436	"A typical shift starts at 5.30 or 6.00 pm.. I walk through the store with my manager and he tells me what area needs to be attended to first. He or she may then proceed to tell me if I need to do anything extra besides recovery, such as integrity { checking if all price tickets are correctly placed under correct items} or filling sections. \rRe-packaging of opened goods is also part of the ""recovery"".\rI work with a great team. We support each other and make sure we have a few laughs throughout the shift.\r  My managers are all fantastic and very approachable . \rThe hardest part of the job is probably watching an area you have just made look immaculate, get wrecked in a few minutes however , that just makes me more determined to fix it again and leave the store looking great at midnight close for the staff and customers the following morning. Chatting with customers is enjoyable .\rWorking here has taught me to be very patient and understanding customers needs ."
